change,address,typeofobj,location,price,date
10.5,Dalavägen 22D,Lägenhet, Avesta,525000,2022-02-17
-0,Plommonstigen 3,Fritidshus, Landskrona,325000,2022-02-17
—,Stramaljvägen 7,Lägenhet, Bromma,4310000,2022-02-17
9,Krusbärsvägen 52H,Kedjehus, Böleäng,4900000,2022-02-17
23.3,Snickaregatan 8F,Radhus, Reserven,1350000,2022-02-17
11.7,Nämndemansgården 1C,Lägenhet, Staffanstorp,1000000,2022-02-17
32.7,Lugna gatan 72,Lägenhet, Lugnet,2250000,2022-02-17
14.2,Sofierogatan 3A,Lägenhet, Ellstorp,2050000,2022-02-17
7.1,Melofonstigen 2,Lägenhet, Kungsängen,2625000,2022-02-17
22.7,Kommendörsgatan 42,Lägenhet, Östermalm Karlaplan,4725000,2022-02-17
—,Mjölvägen 53,Villa, Bällsta,7750000,2022-02-17
13.2,Köpmangatan 48A,Lägenhet, Centrum,3050000,2022-02-17
37,Malmövägen 35,Lägenhet, Granloholm,1500000,2022-02-17
-0,Salagatan 30,Lägenhet, Spånga Solhem,2400000,2022-02-17
9.1,Körvelgatan 49C,Lägenhet, Årsta,1740000,2022-02-17
5.3,Wetterlinsgatan 22C,Lägenhet, Fredriksberg,300000,2022-02-17
3.6,Kärlekens väg 12,Villa, Bålsta - Prästängen,4350000,2022-02-17
27.6,Skebokvarnsvägen 123,Lägenhet, Högdalen,2800000,2022-02-17
17.6,Skeppargatan 41,Lägenhet, Östermalm,20000000,2022-02-17
14.4,Kratsbodavägen 46A,Lägenhet, Mariehäll,4000000,2022-02-17
—,Åstorpsringen 15,Lägenhet, Hammarbyhöjden,3650000,2022-02-17
—,Lefstadvägen 35,Villa, Kärna,5700000,2022-02-17
28.8,Sannadalsvägen 8,Lägenhet, Gröndal,3800000,2022-02-17
27.3,Lövskogsgatan 19,Lägenhet, Guldheden,4200000,2022-02-17
14.1,Kaskögatan 10,Lägenhet, Akalla,2270000,2022-02-17
6.8,Stuterivägen 14,Kedjehus, Jakobsberg,6400000,2022-02-17
13.4,Kämpabacken 7,Villa, Sommarstad,10200000,2022-02-17
16.8,Mariehällstorget 6,Lägenhet, Bromma,7000000,2022-02-17
15.6,Inedalsgatan 15,Lägenhet, Kungsholmen,3000000,2022-02-17
16.9,Solvallavägen 48B,Lägenhet, Duvbo,2800000,2022-02-17
18.3,Snårvindevägen 106,Radhus, Hässelby Norra Villastad,5200000,2022-02-17
14.2,Ponnygatan 3,Lägenhet, Åby,2850000,2022-02-17
9.3,Sturegatan 1,Lägenhet, Främre Luthagen,2350000,2022-02-17
20.8,Sköntorpsvägen 18,Lägenhet, Årsta,5550000,2022-02-17
18.5,Vasaloppsvägen 122,Lägenhet, Västertorp,3550000,2022-02-17
16.9,Valhallagatan 3,Villa, Valhalla,2800000,2022-02-17
3.2,Björnskogsvägen 28,Lägenhet, Gustavsberg Lugnet,1750000,2022-02-17
11.8,Ruddammsgatan 21B,Lägenhet, Gamla Staden,2900000,2022-02-17
6.6,Topasvägen 5A,Lägenhet, Bomhus,1460000,2022-02-17
13.9,Karlsbodavägen 55,Lägenhet, Bromma Mariehäll,2500000,2022-02-17
-0,Birkagatan 32,Lägenhet, Vasastan,6995000,2022-02-17
14.3,Hjortstigen 3,Villa, Sjömarken,3600000,2022-02-17
15.2,Båstadsgatan 11,Lägenhet, Sorgenfri,1900000,2022-02-17
37.3,Domherrestigen 18,Fritidshus, Vätö,3150000,2022-02-17
20.8,Dianavägen 29,Lägenhet, Hjorthagen,6250000,2022-02-17
—,Brotorps Allé 5,Lägenhet, Brotorp-Järvastaden,7400000,2022-02-17
29.1,Tomtebogatan 3A,Lägenhet, Vasastan,6450000,2022-02-17
10.9,Sörgårdsvägen 147,Villa, Åkersberga Centrum,7200000,2022-02-17
5.4,Viggengatan 13,Lägenhet, Barkarbystaden,4000000,2022-02-17
11.2,Bergsgatan 14D,Lägenhet, Centrum,1390000,2022-02-17
11.6,Berguddsvägen 76,Kedjehus, Baggensudden,7800000,2022-02-17
21.3,Frögatan 229,Lägenhet, Anderstorp,1450000,2022-02-17
-0,Malmvägen 14C,Lägenhet, Tureberg,2995000,2022-02-17
35.9,Sickla Kanalgata 20,Lägenhet, Hammarby Sjöstad,5700000,2022-02-17
1.9,Esplanaden 6,Lägenhet, Grossgärdet,1625000,2022-02-17
7.5,Bäckebolsängen 3,Lägenhet, Hisings Backa,1500000,2022-02-17
—,Norra Skeppspromenaden 11,Lägenhet, Eriksberg,4600000,2022-02-17
25.1,Drejargatan 6,Lägenhet, Vasastan,6000000,2022-02-17
-2.9,Meitens väg 9,Lägenhet, Gustavsberg,1700000,2022-02-17
10.2,Kasselgatan 1B,Lägenhet, Lillhamra,2750000,2022-02-17
32.3,Skidvägen 17,Lägenhet, Västertorp,3300000,2022-02-17
8.6,Gunnesbovägen 38,Lägenhet, Gunnesbo,1950000,2022-02-17
7.7,Skolgatan 7B,Lägenhet, Centralt,700000,2022-02-17
34.3,Åsvägen 9,Lägenhet, Råsunda,4365000,2022-02-17
12,Kvarnbygatan 11,Lägenhet, Kvarnbyn,3350000,2022-02-17
—,Klåva Gårdsväg 5,Lägenhet, Hovås,4050000,2022-02-17
—,Sörgårdsvägen 81,Lägenhet, Centrum,3100000,2022-02-17
8.6,Sallerupsvägen 16,Lägenhet, Värnhem,1950000,2022-02-17
13.6,Odonvidegatan 16A,Radhus, Husie,3720000,2022-02-17
5.4,Molngatan 6,Lägenhet, Gränby,1950000,2022-02-17
22.1,Skebokvarnsvägen 376,Lägenhet, Bandhagen,1825000,2022-02-17
11.6,Vadmalsvägen 3,Villa, Ullervad,2400000,2022-02-17
6.2,Erikslustvägen 30A,Lägenhet, Slottsstaden,3500000,2022-02-17
—,Askängsbacken 48,Lägenhet, Bromma,2500000,2022-02-17
5.8,Kaggeledsgatan 38D,Lägenhet, Munkebäck,3650000,2022-02-17
-0,Gustaf Adolfs väg 50B,Lägenhet, Centrum,1795000,2022-02-17
26.6,Kevingeringen 57,Lägenhet, Kevinge,2525000,2022-02-17
14.6,Rådmansgatan 2B,Lägenhet, Granlunda,1140000,2022-02-17
14.4,Lupinvägen 47D,Villa, Hofterup,4800000,2022-02-17
9.4,Lustigkullavägen 6,Lägenhet, Gröndal,4700000,2022-02-17
7.5,Blekingsborgsgatan 3F,Lägenhet, Blekingsborg,1500000,2022-02-17
6.3,Hönekullegatan 24,Villa, Fiskebäck,9510000,2022-02-17
14.8,Alströmergatan 45,Lägenhet, Kungsholmen,15500000,2022-02-17
12.8,Furuvägen 1,Villa, Djurgården,2650000,2022-02-17
5.7,Virebergsvägen 20,Lägenhet, Vireberg,3060000,2022-02-17
7.3,Finntorpsvägen 13,Lägenhet, Finntorp,3000000,2022-02-17
—,Seglaregatan 35,Lägenhet, Majorna,3150000,2022-02-17
—,Styrbordsgatan 14,Lägenhet, Hammarby Sjöstad,9000000,2022-02-17
1.7,Kronovallsgatan 2,Lägenhet, Mariastaden,3250000,2022-02-17
45.5,Svartebäcksgatan 2B,Lägenhet, Gamla Staden,800000,2022-02-17
14.2,Ärtvägen 16,Villa, Teleborg,3710000,2022-02-17
11.6,Östgötagatan 77,Lägenhet, Södermalm,7250000,2022-02-17
3,Sjöbergs gata 28,Lägenhet, Färjestaden,1900000,2022-02-17
5,Violstigen 1,Villa, Skärsätra,16700000,2022-02-17
20.5,Hagagatan 8,Lägenhet, Vasastan,4460000,2022-02-17
1.8,Södra vägen 6B,Lägenhet, Lorensberg,4250000,2022-02-17
21.9,Doppinggränd 6,Villa, Falsterbo,12800000,2022-02-17
14.3,Iduns väg 8,Villa, Svalsta,3400000,2022-02-17
19.9,Mössebergsvägen 29,Lägenhet, Bromma,4070000,2022-02-17
15.9,Lindhagensterrassen 19,Lägenhet, Kungsholmen,13900000,2022-02-17
1.8,Begoniaslingan 74,Villa, Rosenängen,5900000,2022-02-17
33.3,Bistigen 8,Radhus, Tumba,3860000,2022-02-17
-0,Mariehemsvägen 166,Lägenhet, Mariestrand,1995000,2022-02-17
11.7,Kyrkogårdsgatan 16B,Lägenhet, Luthagen,2625000,2022-02-17
12.2,Ormingeringen 74,Lägenhet, Västra Orminge,2800000,2022-02-17
1.3,Scheelegatan 18,Lägenhet, Centrum,2000000,2022-02-17
—,Igeldammsgatan 38,Lägenhet, Kungsholmen,4900000,2022-02-17
11,Päronstigen 5,Villa, Nya Hjärsta,4050000,2022-02-17
10.7,Krysshammarvägen 10,Lägenhet, Huvudsta,3980000,2022-02-17
12.1,Ängebyvägen 86,Lägenhet, Östra Husby,1900000,2022-02-17
10,Lugna gatan 76,Lägenhet, Lugnet,3350000,2022-02-17
45.8,Duseborg Sjöhagen 2,Fritidshus, Gammalkil,430000,2022-02-17
41.1,Östergatan 80A,Lägenhet, Surahammar,1340000,2022-02-17
11.8,Humanistgatan 6B,Lägenhet, Söderkulla,1560000,2022-02-17
8.4,Grisslingevägen 25,Villa, Mörtnäs,10300000,2022-02-17
17.4,Fajansvägen 118,Lägenhet, Oxie,1755000,2022-02-17
0.4,Kronetorpsgatan 50B,Lägenhet, Segevång,1200000,2022-02-17
19,Vendelsfridsgatan 2B,Lägenhet, Lorensborg,2255000,2022-02-17
27.6,Hökmossevägen 40,Lägenhet, Midsommarkransen,2800000,2022-02-17
14.7,Tallbergsvägen 22,Radhus, Killinge,9740000,2022-02-17
11.5,Wiboms väg 23,Lägenhet, Västra Skogen,4850000,2022-02-17
29.7,Träningsvägen 12A,Lägenhet, Högalid,2400000,2022-02-17
39.1,Midsommarvägen 40,Lägenhet, Midsommarkransen,3470000,2022-02-17
2.6,Alfavägen 6,Villa, Ljungdala,2560000,2022-02-17
26.5,Kapellgränd 4,Lägenhet, Katarina,7450000,2022-02-17
8.3,Tärnvägen 15,Villa, Högstorp,4550000,2022-02-17
-0,Karlssons Länga 10,Lägenhet, Karlssons Äng,2895000,2022-02-17
3.9,Magnevägen 6A,Villa, Djursholms Ekeby,13500000,2022-02-17
5.9,Talluddsvägen 5B,Lägenhet, Björknäs,6350000,2022-02-17
6,Strandängsgatan 7,Lägenhet, Tätort,2750000,2022-02-17
—,Adress saknas,Lägenhet, Björkris,4700000,2022-02-17
1.8,Andra Långgatan 4A,Lägenhet, Linnéstaden,5600000,2022-02-17
18.9,Liljegatan 56,Lägenhet, Bäckadal,2200000,2022-02-17
15.6,Sigurd Rings gata 5,Lägenhet, Aspudden,4735000,2022-02-17
11.6,Vipphavrevägen 3,Villa, Ekerö Väsby,8090000,2022-02-17
14.4,Mellanbergsvägen 15,Lägenhet, Hägerstensåsen,2625000,2022-02-17
19.8,Södra vägen 17,Lägenhet, Centrum,2750000,2022-02-17
19,Asbjörnsens väg 26,Villa, Bromma Ålsten,23675000,2022-02-17
12.7,Valhallavägen 116,Lägenhet, Östermalm,7210000,2022-02-17
9.9,Bråvallagatan 9A,Lägenhet, Vasastan - Birkastan,7800000,2022-02-17
6.3,Upplandsgatan 62,Lägenhet, Vasastan,6800000,2022-02-17
18.1,Håkantorpsgatan 15,Radhus, Skälby,3300000,2022-02-17
38,Porkenahult 8160,Villa, Skånes Fagerhult,2050000,2022-02-17
14.6,Norra Bruksgatan 4,Villa, Vaggeryd,4700000,2022-02-17
27.6,Sköndalsvägen 111,Lägenhet, Sköndal,2800000,2022-02-17
17.1,Kastellgatan 8B,Lägenhet, Linnéstaden,5620000,2022-02-17
11.3,Fallvindsgatan 6,Lägenhet, Skarpnäck,3000000,2022-02-17
17.1,Hornsgatan 113,Lägenhet, Södermalm,5850000,2022-02-17
4.7,Smedsbacksgatan 6,Lägenhet, Gärdet,4450000,2022-02-17
49.8,Stenportsgatan 20,Lägenhet, Nya Staden,1535000,2022-02-17
14.5,Fridhemsgatan 17E,Lägenhet, Östermalm,1575000,2022-02-17
7.7,Eleonoragatan 15,Lägenhet, Norr,2365000,2022-02-17
10.8,Mossatorpsvägen 26,Parhus, Lidköping,3600000,2022-02-17
18.9,Mogatan 40,Villa, Duvhällarna,2610000,2022-02-17
14.4,Katarina Bangata 25,Lägenhet, Södermalm,4570000,2022-02-17
5.2,Arenanders Promenad 21,Villa, Silverdal,12620000,2022-02-17
6.1,Sjöviksvägen 87,Lägenhet, Liljeholmskajen,5300000,2022-02-17
10.1,Vanadisplan 8,Lägenhet, Vasastan,8250000,2022-02-17
10.6,Götaholmsgatan 21,Lägenhet, Gamlestaden,2200000,2022-02-17
15,Ekuddsvägen 4,Lägenhet, Ekudden,3675000,2022-02-17
-0,Bastuhagsvägen 8,Lägenhet, Enskede,3050000,2022-02-17
13,Nynäsvägen 359,Lägenhet, Enskede,3900000,2022-02-17
23.9,Anders Reimers väg 6,Lägenhet, Södermalm Reimersholme,6560000,2022-02-17
28.6,Folkungagatan 96,Lägenhet, Södermalm,9000000,2022-02-17
55.6,Västergatan 40,Lägenhet, Österlen,700000,2022-02-17
12.2,Arkens väg 16,Lägenhet, Handen,2800000,2022-02-17
14.2,Huggarvägen 50,Lägenhet, Västerhaninge,2050000,2022-02-17
12.1,Utgårdsvägen 8,Lägenhet, Handen,2125000,2022-02-17
5.2,Radarvägen 12,Lägenhet, Gamla Hägernäs,2520000,2022-02-17
11.2,Roslagsgatan 40C,Lägenhet, Vasastan,5000000,2022-02-17
14.6,Jönåkersvägen 5,Lägenhet, Svedmyra,2975000,2022-02-17
3.7,Huggargränd 3,Villa, Ryd,2800000,2022-02-17
17.1,Åsvägen 12,Lägenhet, Mariekäll,2050000,2022-02-17
33.3,Uppegårdsvägen 46,Lägenhet, Stenungsund - Tätort,1600000,2022-02-17
23.7,Masthuggstorget 5,Lägenhet, Linné,3650000,2022-02-17
17.8,Fyrskeppsvägen 116,Lägenhet, Kärrtorp,3150000,2022-02-17
3.1,Lomvägen 661,Lägenhet, Kärrdal,2320000,2022-02-17
11.8,Mellangatan 34,Villa, Trekanten,2900000,2022-02-17
38.8,Slalomvägen 18,Lägenhet, Västertorp,2770000,2022-02-17
21.5,Stöttingsgränd 10,Lägenhet, Västertorp,2910000,2022-02-17
3.9,Hugins gränd 2,Lägenhet, Hyllie,2800000,2022-02-17
0.7,Borgarfjordsgatan 21A,Lägenhet, Kista,2815000,2022-02-17
12.9,Kuskvägen 3,Villa, Strömsholm,4800000,2022-02-17
20.2,Storgatan 76C,Lägenhet, Huvudsta,3360000,2022-02-17
0.2,Stenkvistavägen 18,Lägenhet, Bandhagen,4505000,2022-02-17
3.5,Ingebäckslyckan 120,Lägenhet, Hisings Kärra,3100000,2022-02-17
17.4,Krokanvägen 11,Villa, Sköndal,8800000,2022-02-17
2.3,Gränsliden 182,Villa, Tallboda,2655000,2022-02-17
-0,Sågargatan 8A,Lägenhet, Kungsängen,4895000,2022-02-17
32.9,Stockholmsvägen 59,Lägenhet, Enskede,10300000,2022-02-17
11.3,Furumovägen 27G,Villa, Stigslund,2110000,2022-02-17
2.1,Stenhagsgatan 10A,Lägenhet, Våxnäs,970000,2022-02-17
20,Runedalsgatan 11,Lägenhet, Nässjö,1050000,2022-02-17
41.2,Felingvägen 16,Radhus, Virsbo,1200000,2022-02-17
-0,Gryts-Bresätter Lindsbacka 1,Villa, Stjärnhov,2495000,2022-02-17
34.4,Stenvägen 30,Villa, Sjösa,4025000,2022-02-17
12.1,Sållargatan 4,Lägenhet, Kungsängen,2680000,2022-02-17
22,Illervägen 12,Villa, Ålstorp,3410000,2022-02-17
22.6,Tibble Torg 7,Lägenhet, Tibble,1710000,2022-02-17
-0,Hantverkaregatan 19B,Lägenhet, Sankt Knut,1695000,2022-02-17
5.1,Bergandsgatan 25,Kedjehus, Fisksätra,5775000,2022-02-17
28,Kungsholms Strand 101,Lägenhet, Kungsholmen,6210000,2022-02-17
18.2,Docentbacken 11,Lägenhet, Östermalm / Ekhagen,9450000,2022-02-17
11,Krokgränd 14,Villa, Eslöv Centrum,5050000,2022-02-17
—,Östrandsvägen 68,Lägenhet, Enskede,2050000,2022-02-17
12.4,Tegelbergsvägen 30,Villa, Bromma,12250000,2022-02-17
16.7,Fristadsgatan 4A,Lägenhet, Årby,1395000,2022-02-17
-0,Galoppgatan 70,Lägenhet, Smedby,1495000,2022-02-17
25.6,Malgomajvägen 7,Lägenhet, Årsta,3485000,2022-02-17
17.2,Skogslyckegatan 1E,Lägenhet, Johannelund,2900000,2022-02-17
17.1,Björnidegränd 50,Kedjehus, Kälvesta,7350000,2022-02-17
0.4,Stohagsvägen 29A,Lägenhet, Stohagen,1400000,2022-02-17
17.1,Gullrands väg 75,Radhus, Botkyrka-Eriksberg,3500000,2022-02-17
6.3,Kungsvägen 66,Villa, Ödeshög,1700000,2022-02-17
3.4,Lasarettsboulevarden 7A,Lägenhet, Östermalm,3200000,2022-02-17
10.3,Fänriksvägen 39A,Lägenhet, Barkarbystaden,3850000,2022-02-17
10.1,Kyrkogatan 11,Lägenhet, Centrum,5500000,2022-02-17
8.4,Ringvägen 3,Villa, Fullersta,8125000,2022-02-17
25.1,Viadukten 10,Villa, Hässelby Södra Villastad,7500000,2022-02-17
-0,Lundbyvägen 22C,Lägenhet, Gråbo - Centralt,2250000,2022-02-17
13.6,Hertig Carls väg 31A,Lägenhet, Södra,1585000,2022-02-17
17.4,Herrgärdan 1A,Lägenhet, Öst På Stan,2225000,2022-02-17
22.4,Barnarpsgatan 108B,Lägenhet, Torpa,3550000,2022-02-17
-1.9,Sorögatan 67,Lägenhet, Kista,2350000,2022-02-17
-5.3,Tre Bröders väg 1,Lägenhet, Spelhagen,2250000,2022-02-17
3.7,Robert Almströmsgatan 5,Lägenhet, Vasastan,7000000,2022-02-17
10.8,Manhemsvägen 28,Radhus, Skuru,8305000,2022-02-17
15.7,Skebokvarnsvägen 317,Lägenhet, Högdalen,2540000,2022-02-17
42.5,Mellanbol 26,Villa, Rasbokil,6200000,2022-02-17
14,Klyvarestigen 24A,Villa, Färingsö Stenhamra,8150000,2022-02-17
21.4,Bagarvägen 37,Villa, Övre Norslund,4370000,2022-02-17
13.2,Humlegårdsvägen 31,Lägenhet, Visby,2150000,2022-02-17
5.4,Jonstorpsvägen 156,Villa, Allerum,4900000,2022-02-17
16,Björketorpsvägen 13,Lägenhet, Bromma Norra Ängby,1850000,2022-02-17
39.7,Sunnanväg 3,Villa, Ringsjön,4540000,2022-02-17
—,Industrigatan 2A,Lägenhet, Kungsholmen,8000000,2022-02-17
15.4,Solbo 19,Lägenhet, Landvetter,3400000,2022-02-17
34.6,Kummelgatan 224,Kedjehus, Ramlösa,4435000,2022-02-17
5.3,Torgny Segerstedts Allé 4,Lägenhet, Rosendal,1680000,2022-02-17
10.4,Bondevägen 6,Villa, Ryssby,1430000,2022-02-17
20,Postgatan 1C,Lägenhet, Perstorp,390000,2022-02-17
15.4,Tjädervägen 2D,Lägenhet, Skönsberg,750000,2022-02-17
5.8,Vintergaloppsgatan 5,Lägenhet, Täby Park,1900000,2022-02-17
20.6,Lovisagatan 28,Lägenhet, Gräshagen,2165000,2022-02-17
15,Klockargatan 7C,Lägenhet, Klockartorpet,1950000,2022-02-17
1.8,Kuskens gränd 3,Kedjehus, Idehult,1725000,2022-02-17
—,Lars Forssells gata 30,Lägenhet, Kungsholmen,10300000,2022-02-17
38.1,Backavägen 10,Villa, Veterinärområdet,3100000,2022-02-17
6.7,Bergfinkvägen 7,Villa, Vårsta,5330000,2022-02-17
20.2,Fisklösenvägen 38,Villa, Graversfors,3000000,2022-02-17
—,Ingvarsvägen 9,Kedjehus, Bromma,7025000,2022-02-17
-0,Nya Tanneforsvägen 27A,Lägenhet, Tannefors/Centralt,1695000,2022-02-17
12.4,Berguddsvägen 14,Kedjehus, Baggensudden,8150000,2022-02-17
10.5,Hallonbergsplan 18,Lägenhet, Hallonbergen,2205000,2022-02-17
13.6,Rosengatan 12A,Lägenhet, Centrum,5100000,2022-02-17
—,Gatugårdsvägen 11G,Radhus, Torslanda,5600000,2022-02-17
17.5,Pantarholmskajen 4B,Lägenhet, Pantarholmen,1110000,2022-02-17
9.2,Backvändan 11,Villa, Bokeslund,2725000,2022-02-17
12.2,Ekbocksrundan 29,Villa, Bryngelstorp,2525000,2022-02-17
35.3,Storåsgatan 17,Villa, Skived,2700000,2022-02-17
6.8,Virkesvägen 13,Lägenhet, Hammarby Sjöstad,9610000,2022-02-17
63,Jämtbovägen 5,Villa, Garpenberg,1100000,2022-02-17
27.8,Fruängstorget 3,Lägenhet, Fruängen,2550000,2022-02-17
6.1,Holmsvägen 36,Villa, Holm,4750000,2022-02-17
2.6,Parkvägen 8,Lägenhet, Barkarbystaden,2150000,2022-02-17
2.4,Ringensons väg 2G,Radhus, Johannisdal,2150000,2022-02-17
25,Arvids väg 9,Fritidshus, Storfjäten,2000000,2022-02-17
11.7,Fållbrunnavägen 2B,Villa, Haninge Västerhaninge,7475000,2022-02-17
25.7,Vindarnas väg 2B,Lägenhet, Sandviken,220000,2022-02-17
59.6,Brattlandsgården 615,Villa, Brattland,4550000,2022-02-17
16.2,Vibble Tvinnaregatan 40,Lägenhet, Mellersta Gotland,2900000,2022-02-17
3.7,Gripengatan 11,Lägenhet, Barkarbystaden,3520000,2022-02-17
10.7,Folkungagatan 33B,Lägenhet, Lundby,830000,2022-02-17
11.3,Tunnbindargatan 47,Villa, Kyrkeryd,3000000,2022-02-17
0.5,Sätraängsvägen 114,Lägenhet, Sätra Äng,5000000,2022-02-17
12.3,Innerbyvägen 11B,Lägenhet, Hissjö,1230000,2022-02-17
6.1,Skogslyckegatan 32,Lägenhet, Johannelund,2010000,2022-02-17
25.3,Becksjudarvägen 47,Lägenhet, Finntorp,2500000,2022-02-17
25.4,Nolbygatan 5A,Lägenhet, Norrstrand,2000000,2022-02-17
10.7,Nyängsgatan 16,Villa, Malmslätt,4400000,2022-02-17
13.2,Odens väg 28A,Lägenhet, Allarp,3000000,2022-02-17
4.2,Hällbygatan 32E,Lägenhet, Luthagen,1350000,2022-02-17
12.3,Laxgränd 1C,Radhus, Böle,4710000,2022-02-17
-6.8,Aktervägen 3,Lägenhet, Brandholmen,1300000,2022-02-17
12.5,Örngatan 15A,Lägenhet, Vännäs,495000,2022-02-17
-0,Kilian Zollsgatan 6A,Lägenhet, Ribersborg,2895000,2022-02-17
15.8,Hantverkaregatan 26A,Lägenhet, Svedala,2310000,2022-02-17
3.2,Ryttarspelsgatan 4C,Lägenhet, Eksjö,2450000,2022-02-17
14.3,Promenaden 4,Lägenhet, Barrsätra,680000,2022-02-17
-0,Björnbovägen 1B,Radhus, Björneborg,55000,2022-02-17
37.5,Ängsgatan 34,Kedjehus, Stensveden,1780000,2022-02-17
11.4,Vasaloppsvägen 122,Lägenhet, Västertorp,4675000,2022-02-17
19.1,Ösbyholms Allé 4,Villa, Norrtälje,4400000,2022-02-17
7.6,Turkosgatan 29,Lägenhet, Tynnered,2900000,2022-02-17
23,Betesstigen 1,Villa, Albinsro,8300000,2022-02-17
39.7,Sandåsgatan 9,Villa, Timrå,1250000,2022-02-17
2,Kaplansgatan 5C,Lägenhet, Centrum,1525000,2022-02-17
19,Sofielundsvägen 37,Lägenhet, Blåsut,4580000,2022-02-17
—,Pippi Långstrumps gata 46,Lägenhet, Bromma,3300000,2022-02-17
4.4,Täbyvägen 216,Parhus, Erikslund,6580000,2022-02-17
9.5,Dalagatan 21,Lägenhet, Vasastan - Odenplan,5200000,2022-02-17
-0,Björketorpsvägen 11,Lägenhet, Bromma,1750000,2022-02-17
8.5,Bergsrådsvägen 28,Lägenhet, Bagarmossen,4450000,2022-02-17
34.5,Bergsrådsvägen 46,Lägenhet, Bagarmossen,3430000,2022-02-17
0.8,Gjutare Granströms gata 7,Lägenhet, Centrum,3000000,2022-02-17
10.3,Lanhagsgatan 13,Lägenhet, Skarphagen,2200000,2022-02-17
-5,Sörgården 263,Villa, Gussjö,850000,2022-02-17
11.9,Flygfältsvägen 7,Lägenhet, Barkarbystaden,3800000,2022-02-17
10.4,Östra vägen 34,Villa, Skutskär,1650000,2022-02-17
5.4,Grusåsgränd 84,Lägenhet, Enskededalen,5160000,2022-02-17
5.8,Sockertoppsvägen 21,Villa, Elseberg,4100000,2022-02-17
17.5,Strålgatan 29,Lägenhet, Lilla Essingen - Kungsholmen,5750000,2022-02-17
35.4,Trädgårdsgatan 10,Villa, Sjöbo Centrum,4400000,2022-02-17
3.1,Hjortvägen 28I,Lägenhet, Hjortsberg,2675000,2022-02-17
14.3,Drottninggatan 129,Lägenhet, Bokeberg,1200000,2022-02-17
16.5,Sågaregatan 30,Villa, Dalsjöfors,3000000,2022-02-17
19,Barrgatan 39,Villa, Bosebygd,2500000,2022-02-17
24.1,Rotegatan 1,Lägenhet, Norrmalm,1675000,2022-02-17
6.2,Hisingsgatan 10,Lägenhet, Hisingen,2650000,2022-02-17
20.5,Åkersgatan 52,Lägenhet, Åker,1205000,2022-02-17
28.2,Malmgårdsvägen 18,Lägenhet, Sofia,3300000,2022-02-17
16.9,Råtorps Allé 97,Lägenhet, Södra Råtorp,3500000,2022-02-17
-4.5,Strömgatan 12,Villa, Ekeby,950000,2022-02-17
14.8,Hagagatan 11,Villa, Västra Gärdet,3300000,2022-02-17
1,Sommarstigen 14,Villa, Skurup,2520000,2022-02-17
18.8,Trumslagarvägen 46,Villa, Vintrosa,4745000,2022-02-17
15.2,Norrtullsgatan 30,Lägenhet, Vasastan,4370000,2022-02-17
-9.8,Vikingagatan 20A,Lägenhet, Vasastan Birkastan,4150000,2022-02-17
-0,Hinshyttan 121,Villa, Hedemora,650000,2022-02-17
9.4,Ekdalsvägen 38,Lägenhet, Rimbo,1860000,2022-02-17
4.6,Stamdikesvägen 10A,Villa, Vällingby Nälsta,5100000,2022-02-17
64.6,Skyttegatan 26,Villa, Diö,1975000,2022-02-17
2,Kvadrantgatan 48,Lägenhet, Bergsjön,1300000,2022-02-17
18.2,Linnégatan 14A,Lägenhet, Huskvarna Centrum,2600000,2022-02-17
33.4,Danmarksby 173,Villa, Danmark,5670000,2022-02-17
-0,Häradsgatan 28B,Lägenhet, Bosgården,2650000,2022-02-17
1.7,Furumovägen 18,Lägenhet, Stigslund,1500000,2022-02-17
17.2,Stridsbergavägen 36,Villa, Spånga Bromsten,8500000,2022-02-17
-0,Södra Ringvägen 6A,Lägenhet, Tidaholm,175000,2022-02-17
13.2,Älvsjö Stationsgata 2B,Lägenhet, Älvsjö,3050000,2022-02-17
85.9,Skaraborgsvägen 26,Gård, Rosvik,1850000,2022-02-17
1.6,Grenvägen 7,Lägenhet, Furulund,3200000,2022-02-17
3.4,Hantverkargatan 44A,Lägenhet, Landskrona - Centralt,925000,2022-02-17
11.4,Östergården 26,Villa, Norrort,2200000,2022-02-17
—,Skogsrydsgatan 23B,Lägenhet, Älvsborg,2600000,2022-02-17
17.8,Östra Banvägen 68,Lägenhet, Roslags Näsby,2350000,2022-02-17
3.2,Nytorgsgatan 15,Lägenhet, Södermalm,3400000,2022-02-17
-16,Skiftesvägen 23,Lägenhet, Brännan,500000,2022-02-17
-0,Radarvägen 13,Lägenhet, Gamla Hägernäs,1595000,2022-02-17
-0,Västra Drottningvägen 13DD,Lägenhet, Tidaholm,249000,2022-02-17
47.9,Skilsåker 740,Villa, Tynderö-Åstön,1405000,2022-02-17
48.8,Vese Erikslund 306,Fritidshus, Härnäset,4390000,2022-02-17
—,Böljemolnsvägen 30,Lägenhet, Fullerö Hage,4270000,2022-02-17
4.2,Östergatan 48,Lägenhet, Grusåsen,1975000,2022-02-17
-5.3,Strågatan 19,Lägenhet, Vidingsjö,1700000,2022-02-17
16.1,Klintvägen 1,Villa, Östervärn,3710000,2022-02-17
21.5,Djäknegatan 3B,Lägenhet, Bosgården,2789500,2022-02-17
21.7,Lidåkersgatan 3A,Lägenhet, Lidåker,1400000,2022-02-17
